season,average_day_temp,average_night_temp,total_sunshine_hours,total_rainfall,suitability
kharif,29.5,22.0,1044.873011959801,1226.9288653453764,suitable
pre-kharif,29.0,22.8,907.9909019108985,1013.9926161551618,not suitable
pre-kharif,27.6,24.5,828.3848501310775,892.4889544963216,not suitable
kharif,28.6,23.0,1022.4692466130108,1044.9984478465685,not suitable
kharif,27.2,22.0,999.685972512849,1266.1167613926368,not suitable
kharif,28.0,21.9,952.0865568917508,1551.6235554427199,not suitable
kharif,31.0,21.6,1164.3321759193689,1151.0046288935187,suitable
kharif,29.3,20.8,1062.099048591496,1214.861668941286,suitable
pre-kharif,27.6,24.9,921.4983886324084,1213.193025351016,not suitable
kharif,28.8,20.6,1006.7602456207599,1322.6453103158476,suitable
pre-kharif,37.2,23.4,1447.2241830182231,748.653350954883,not suitable
pre-kharif,29.1,22.2,1104.6176944202616,897.2536230533265,not suitable
rabi,23.2,20.9,856.4667174571041,702.739896657502,not suitable
kharif,30.7,22.5,1200.2016938120826,1463.0698139430458,suitable
rabi,26.3,20.4,1011.0135894647917,1010.3254377138991,not suitable
kharif,29.3,21.6,1077.3998605415968,1408.4036125778418,suitable
kharif,28.6,22.5,1055.3073878197977,1134.6092586855186,suitable
pre-kharif,23.6,20.2,687.784419279207,1437.034254227354,not suitable
pre-kharif,35.2,21.7,1187.8227532667152,828.6794217347674,not suitable
pre-kharif,31.4,23.2,1084.519303836828,953.7948711438936,not suitable
rabi,29.7,21.0,1149.284631343951,532.1459701282085,not suitable
kharif,29.2,20.3,1124.2606925957266,1245.4219498796683,suitable
kharif,28.8,21.6,1073.215745861599,1311.5069667982023,suitable
kharif,30.0,22.0,994.5644700610789,1261.2579504108485,not suitable
rabi,27.6,19.1,1164.6435289501335,786.8333244831354,not suitable
pre-kharif,27.9,24.6,953.9478964181592,784.1391426061601,not suitable
pre-kharif,27.7,22.3,841.7261522283113,763.6196129928464,not suitable
kharif,28.2,20.9,1130.9767459895613,1260.2268423945773,suitable
rabi,29.5,19.5,1145.2792879040096,636.9062794500212,not suitable
rabi,18.7,17.7,594.3551620315537,752.2088268182112,not suitable
pre-kharif,32.4,23.2,1107.242799319082,1362.6920566321303,not suitable
rabi,26.7,19.8,1070.4978007407678,1069.4792139534666,not suitable
rabi,25.9,22.7,1061.766525279548,1119.4297050693988,not suitable
pre-kharif,23.8,24.2,967.7967860209228,1034.7997177042107,not suitable
kharif,27.0,21.4,901.3689414240574,1065.6513287819084,not suitable
kharif,26.6,20.3,1031.8134254072993,1138.095757730853,suitable
rabi,27.8,20.3,1130.3181513964173,880.7606413350263,not suitable
pre-kharif,23.9,22.9,713.0781652933442,1027.0963748137096,not suitable
rabi,22.0,20.5,889.6160818168295,593.2527614846683,not suitable
kharif,26.6,20.5,964.1698077040168,1240.94254145284,not suitable
rabi,24.4,20.2,994.4830324065571,638.0127781453771,not suitable
kharif,25.1,23.4,848.5219066625702,909.7855283926409,not suitable
kharif,25.4,21.0,893.5317565150016,1399.7375614334676,not suitable
rabi,27.3,20.2,1141.1310207461863,824.3721226035025,not suitable
rabi,22.2,20.2,859.8387899293853,687.8039273976508,not suitable
rabi,25.5,21.9,1003.0733985990953,905.0422055615182,not suitable
pre-kharif,40.4,26.2,1235.4660716675764,712.2949148903477,not suitable
kharif,26.7,23.1,1036.1726745964468,554.7881409895513,not suitable
pre-kharif,28.3,18.9,928.0368772720881,1074.3848633091677,not suitable
kharif,27.1,22.5,979.4899584103176,1407.218158435373,not suitable
kharif,31.3,22.3,1157.108824309749,1393.0142957266462,suitable
kharif,27.6,19.5,957.4806692191053,1220.9514743609377,not suitable
kharif,28.2,20.5,991.4192755510769,1459.0888246710615,not suitable
rabi,24.6,20.8,1036.4229079000456,1095.3702236770628,not suitable
pre-kharif,34.3,21.6,1215.3306304047962,630.2348247414313,not suitable
kharif,28.9,20.7,1029.8625068098036,1416.3990977689405,suitable
kharif,31.0,20.2,1112.2279397011744,1254.4721217597871,suitable
pre-kharif,33.8,22.9,1191.3870107111247,1258.468382563627,suitable
pre-kharif,26.4,22.9,897.0244092352133,571.5058642536278,not suitable
rabi,24.3,19.3,989.2743832920015,665.381874054915,not suitable
rabi,26.5,19.2,1028.549004412372,1014.6031129891019,not suitable
rabi,21.4,19.6,925.6715119019614,641.1607025353505,not suitable
rabi,28.6,22.6,915.593559820417,762.755991795939,not suitable
pre-kharif,32.8,20.5,1243.0098813856966,797.8001787006376,not suitable
kharif,27.7,22.6,976.4240070127081,1238.2507441855312,not suitable
kharif,27.8,22.8,945.465673612377,1475.4574059219806,not suitable
kharif,26.9,21.6,1039.627838544873,1335.272101045572,suitable
kharif,30.4,20.6,1162.782854643041,1466.5405287506178,suitable
kharif,30.5,21.9,1131.6387854192358,986.8012868486462,not suitable
kharif,29.1,19.1,1076.4734934621433,1314.857019773887,not suitable
kharif,31.3,23.3,1154.809132882528,1083.672270331972,not suitable
pre-kharif,28.4,17.1,860.2618793869625,1064.6271920220042,not suitable
kharif,28.2,19.6,944.6495191896588,1296.137473388277,not suitable
kharif,27.0,19.5,1069.324324670999,1411.6061007257304,not suitable
kharif,30.8,22.2,1105.0852229442044,1588.887810597839,not suitable
pre-kharif,24.7,21.6,700.395230740023,1142.8406852279838,not suitable
rabi,25.2,19.5,1015.2395743861355,807.8726059140809,not suitable
pre-kharif,28.7,21.9,895.0596801763693,698.4520728565576,not suitable
kharif,29.1,21.8,1083.540443194165,1166.6241745388481,suitable
rabi,21.9,17.6,830.2512776203764,803.2437810465516,not suitable
kharif,26.6,21.5,962.628108961883,1223.488271342093,not suitable
pre-kharif,30.4,21.4,1069.0007021275555,799.1106011749347,not suitable
kharif,30.2,21.2,975.2652392356647,1285.7487541797207,not suitable
kharif,27.8,23.1,946.3042771604986,1161.7394039147932,not suitable
rabi,27.8,21.4,1210.4009810192815,946.6483739764763,not suitable
rabi,23.3,20.3,820.8861943876645,861.171701117219,not suitable
kharif,27.8,20.2,1008.9360887488824,1455.3915957789268,suitable
kharif,30.5,19.5,1092.4130597917315,1289.5282222679966,not suitable
pre-kharif,28.1,21.8,903.6720299250005,1194.3850666365759,not suitable
pre-kharif,29.4,23.1,965.9325905483341,1191.495398171047,not suitable
kharif,28.5,21.1,1025.5652527324123,1318.42287250051,suitable
kharif,28.6,19.7,1043.5141816762882,1396.435197995113,not suitable
kharif,30.0,23.4,1127.6630480972372,1289.2876528162185,not suitable
pre-kharif,33.1,23.0,1226.7162522615315,733.6548396147675,not suitable
pre-kharif,30.4,18.4,889.6825127532834,1172.3429781946268,not suitable
kharif,25.6,19.7,927.4073864949821,1182.9754430733553,not suitable
pre-kharif,26.5,19.8,898.0942477872916,1019.2434942636953,not suitable
rabi,26.2,19.9,1182.0660748056514,791.2411782187802,not suitable
pre-kharif,32.8,21.1,1082.2951961052052,1169.0620854050362,suitable
kharif,28.4,22.4,1109.689511307244,1290.5812502869737,suitable
rabi,22.4,19.9,793.6201136221626,806.1609132077969,not suitable
pre-kharif,30.8,23.6,1052.6724484423564,880.8179939473597,not suitable
kharif,30.3,22.5,1085.9458816655601,1177.7126294106574,suitable
pre-kharif,23.0,22.1,576.9358078931837,1137.731877358711,not suitable
kharif,27.0,21.9,897.9712821520918,1316.2984564783833,not suitable
kharif,27.8,23.2,1015.3209104540209,1458.4810828219672,not suitable
kharif,26.6,20.5,936.4850297450846,1135.1784305701826,not suitable
kharif,29.0,20.3,1088.206371139911,1089.3184504291316,not suitable
rabi,26.1,18.7,1019.1935574897163,812.9301987837454,not suitable
pre-kharif,31.5,22.7,1124.065986481061,1183.8427970644648,suitable
pre-kharif,30.7,21.5,1104.4383370594294,932.1449160207129,not suitable
rabi,21.1,20.1,811.4854275864558,791.37621438986,not suitable
kharif,30.0,22.5,1089.7148490202953,1307.4085205951824,suitable
rabi,27.7,19.2,1149.5391184902946,704.6158269106865,not suitable
kharif,27.6,21.8,929.3294478125779,1189.7842652671918,not suitable
rabi,28.0,19.9,1125.4750307748945,638.4452876244495,not suitable
kharif,32.4,21.8,1197.926089372659,1304.770522840857,suitable
rabi,23.3,20.8,904.3725424428824,821.6287847742561,not suitable
rabi,23.1,17.4,857.6411515409372,728.5038686282466,not suitable
kharif,29.6,21.5,1110.1486777178945,1348.9599679874118,suitable
pre-kharif,29.6,22.3,1031.4357768642612,1003.5568197588839,not suitable
pre-kharif,32.8,20.8,1173.4163730509413,878.3550993827231,not suitable
pre-kharif,28.5,22.8,861.859938992416,1391.424148276253,not suitable
pre-kharif,30.8,20.9,1019.4937805886706,976.232613106296,not suitable
kharif,29.6,21.6,969.6256409544583,1015.1291577745818,not suitable
kharif,29.4,20.4,949.9728968090548,1407.7071912529543,not suitable
kharif,30.2,20.9,1101.3499880359964,1135.874131161738,suitable
kharif,25.7,22.9,761.9769310139068,1296.6521257008994,not suitable
kharif,28.3,23.1,1009.8036460056989,1204.7615786226213,not suitable
pre-kharif,25.3,24.0,802.577904365771,831.5990502824426,not suitable
pre-kharif,32.0,22.8,1022.6771003713943,866.6109078773824,not suitable
pre-kharif,35.3,21.5,1365.2407066638887,1025.678269644544,not suitable
kharif,28.1,19.9,1019.460850478172,1219.78780904738,not suitable
pre-kharif,28.5,20.5,834.5919935658172,1162.6085545242697,not suitable
pre-kharif,27.9,20.5,911.1243996948647,765.5464633209899,not suitable
kharif,27.5,20.9,987.0882871627878,1580.6259663405776,not suitable
rabi,26.5,19.4,1073.074186781659,882.7735501018899,not suitable
pre-kharif,28.3,21.1,998.4601595290218,1447.057234234823,not suitable
kharif,29.4,21.9,1012.8786079918002,1348.7831620822371,suitable
kharif,30.9,19.6,1201.645168507999,1443.039117509089,not suitable
rabi,26.7,16.0,806.8086343362617,810.8705959141183,not suitable
rabi,25.2,21.3,1048.5857111422106,802.2402984250226,not suitable
pre-kharif,30.9,22.0,984.1885661668355,1063.6804946180018,not suitable
pre-kharif,27.8,17.4,843.9826466141814,1097.7813567261462,not suitable
rabi,23.1,20.4,903.0600372497724,962.1790420472059,not suitable
kharif,27.4,21.0,1000.2312348849312,1322.8395158568987,suitable
kharif,27.6,21.6,918.9428683802938,1396.4094900553882,not suitable
kharif,26.3,22.4,903.7241525408883,1364.1387897394413,not suitable
kharif,24.6,22.3,897.6603562281144,1338.734264524863,not suitable
rabi,24.2,18.8,947.3704535746798,614.7692777741474,not suitable
rabi,23.4,19.4,958.2423130556182,1114.7059675290589,not suitable
rabi,23.2,20.2,808.5920423579912,531.0881768586736,not suitable
pre-kharif,27.0,19.3,1115.8962650355124,980.7497892641002,not suitable
rabi,28.8,22.9,1084.0123108213554,1050.0950055507662,not suitable
pre-kharif,32.8,23.6,1174.5898612642015,1003.8592211602738,not suitable
pre-kharif,31.3,22.9,1063.7613165060998,970.7788149910742,not suitable
rabi,27.3,17.8,1018.176828334469,830.6999550017746,not suitable
pre-kharif,25.1,21.3,708.9011642781965,1225.7577127594918,not suitable
pre-kharif,33.8,21.9,1137.6183531465383,998.4155390950211,not suitable
pre-kharif,32.6,20.9,1212.9980004456204,1165.802911086942,suitable
rabi,21.4,18.3,797.8410387232287,725.1318916732575,not suitable
kharif,30.0,19.9,1043.0116227820745,1477.147736437816,not suitable
kharif,28.3,23.8,994.7820042648046,1323.689066716425,not suitable
pre-kharif,31.2,22.3,1110.568913033948,916.8884097748676,not suitable
rabi,22.5,20.8,910.0967303131011,607.0917352332183,not suitable
rabi,27.4,18.0,973.6221945198115,714.9462908816794,not suitable
kharif,28.0,22.2,1074.9643205080176,1692.2098081233066,not suitable
kharif,26.4,21.8,874.2928573795085,1452.3672778012499,not suitable
pre-kharif,31.6,24.3,1059.832121922547,1039.9036926690083,not suitable
rabi,27.3,20.0,1120.5053448835029,775.8213536575106,not suitable
kharif,27.9,23.0,1037.5986441005255,1139.8296248412091,suitable
rabi,22.3,19.4,809.135772939626,829.778553939103,not suitable
kharif,30.7,22.0,1064.1593987875312,1273.7854599681882,suitable
rabi,26.4,18.5,1094.1737116133802,1049.0719949595016,not suitable
rabi,25.6,19.3,937.7495396289291,811.088270722644,not suitable
kharif,28.0,22.1,855.70144117064,1360.9471763868296,not suitable
rabi,19.7,19.4,888.0545872314053,849.4141336639955,not suitable
kharif,28.6,21.6,1064.3448416275726,1306.6916890603059,suitable
pre-kharif,30.3,24.3,1011.6890735845986,851.4759114325643,not suitable
kharif,28.4,21.1,1042.6895797892162,2000.0,not suitable
rabi,24.5,21.7,951.2256365396521,854.2791925548073,not suitable
kharif,25.3,21.7,901.5900009260777,1425.2221986039622,not suitable
pre-kharif,32.9,22.8,1190.1358379587589,1275.4584039577026,suitable
kharif,29.4,23.0,1007.8439068449721,1111.2537062284798,not suitable
kharif,25.3,22.6,823.8125576835737,1507.0903995006179,not suitable
kharif,26.9,21.7,963.5602678589044,1227.5731508802116,not suitable
kharif,25.4,22.8,907.2388884694967,1213.6180866584655,not suitable
rabi,23.5,21.3,922.1206476813086,752.3475727996693,not suitable
pre-kharif,36.2,21.8,1296.3032750197012,846.4116547833353,not suitable
kharif,27.5,22.5,976.6047004700573,1213.1675604175382,not suitable
pre-kharif,26.7,22.8,806.872239957361,937.0713158081015,not suitable
pre-kharif,33.4,19.5,1113.2776036674659,938.9509078120144,not suitable
rabi,25.3,20.6,1012.533540209085,771.6822940117207,not suitable
rabi,21.3,20.0,909.6691579047026,784.1169210444613,not suitable
kharif,27.9,22.3,975.8010627519225,1427.1244449447215,not suitable
rabi,23.5,19.6,840.2905922858148,899.7095300957843,not suitable
rabi,24.4,20.6,847.3919013409442,674.1398533731838,not suitable
rabi,23.4,21.8,927.1385417661512,727.5105634303858,not suitable
pre-kharif,29.8,21.6,887.1371569711068,931.6572610978066,not suitable
rabi,23.8,20.2,933.4901786170573,855.2769483951241,not suitable
kharif,27.8,22.1,1075.3027726697896,1260.5507905882585,suitable
kharif,26.4,21.9,945.6587953749842,1204.182138413952,not suitable
pre-kharif,29.9,22.8,938.9829717394291,1155.4607173148397,not suitable
kharif,30.3,23.4,1076.81727216138,1237.936524272577,not suitable
pre-kharif,25.2,23.5,809.2176866243029,938.6322158151405,not suitable
pre-kharif,29.0,23.4,1023.4696154733041,1321.5230617585237,not suitable
kharif,29.4,22.7,1013.2283638166305,1056.8411985061434,not suitable
rabi,24.3,21.9,1018.89112699277,653.7801091047172,not suitable
rabi,25.7,19.2,1112.4692193547196,817.2304615717161,not suitable
kharif,28.4,22.9,1012.0213368022171,1179.6190206301865,suitable
rabi,30.5,21.8,1260.7782571675236,722.1964436470591,not suitable
rabi,27.8,20.5,1039.4767517144087,879.4994121446551,not suitable
rabi,28.1,19.8,1111.055831919442,1035.0484714700442,not suitable
pre-kharif,27.2,23.2,884.6881744655968,849.0009130530887,not suitable
kharif,26.0,21.7,905.9649278094947,1126.7477587617602,not suitable
rabi,23.7,19.7,899.9905068905033,722.3386903842538,not suitable
kharif,26.6,21.8,882.9454037845419,1260.2451490730386,not suitable
kharif,28.3,22.8,1034.7729598426354,1403.5460814218243,suitable
kharif,25.3,21.5,903.5957644627898,1385.793669758127,not suitable
kharif,26.1,23.3,923.3235651128409,1502.8659781908932,not suitable
kharif,29.7,22.6,1024.0921861516342,1464.7274240122506,suitable
pre-kharif,28.5,21.2,958.1534456061422,1034.4558027438193,not suitable
kharif,28.9,21.0,1119.644551645941,1223.08008358322,suitable
rabi,22.2,21.0,913.3933797924986,922.12485818387,not suitable
rabi,27.3,19.9,1130.513464446184,830.6635381146469,not suitable
pre-kharif,27.4,23.4,828.9457399568449,856.2805614292383,not suitable
rabi,25.0,19.5,1061.0504817252654,744.4497644567374,not suitable
kharif,31.1,22.1,1214.8708643334458,1302.8638599855556,suitable
kharif,27.4,23.5,954.8912049299482,1295.1257465977492,not suitable
rabi,27.4,18.6,1119.1954020221444,800.9953781996956,not suitable
rabi,17.9,22.7,858.3389144044319,1020.4292338015631,not suitable
rabi,26.3,20.0,1071.2321034791908,774.637755946544,not suitable
kharif,27.7,20.1,938.08467438127,1014.2666895147288,not suitable
rabi,24.2,19.6,905.0227268690298,1533.84739608065,not suitable
pre-kharif,28.5,20.9,971.4094696487483,1087.8405196724761,not suitable
rabi,24.0,18.0,973.7945879605792,782.20590310081,not suitable
rabi,23.7,21.1,922.8525369977228,613.8690550172178,not suitable
kharif,31.3,23.8,963.134594611082,1129.6538303610992,not suitable
pre-kharif,29.0,21.3,953.3973576005836,996.8151370747548,not suitable
rabi,25.1,19.8,1122.519091398797,778.288989376901,not suitable
pre-kharif,29.8,22.2,1104.7356863651762,969.4635429867433,not suitable
pre-kharif,25.5,22.2,752.8652549474629,1268.3222870290713,not suitable
rabi,27.1,22.7,1126.7825135507505,604.9703276995167,not suitable
kharif,27.3,23.5,944.1626183512507,1275.1476241632624,not suitable
rabi,23.6,20.0,1051.0982065973485,753.7348964386048,not suitable
kharif,26.5,20.8,1044.5972965245958,1274.3225139722488,suitable
pre-kharif,26.0,19.0,850.3226820250081,877.3332464720893,not suitable
rabi,25.8,21.5,1064.028524057002,748.3266103156097,not suitable
kharif,27.9,21.3,1007.8224027334767,1379.1656209329494,suitable
pre-kharif,30.6,22.6,1097.992844700472,1124.4601249321163,suitable
rabi,25.6,19.9,1062.6557118043131,1124.7006198399704,not suitable
kharif,28.2,22.7,949.5162631378298,1371.4401273391595,not suitable
kharif,27.0,22.7,1028.4293427328266,1059.7717885755528,not suitable
kharif,29.9,24.5,1096.6617996375348,1380.164022806865,not suitable
rabi,27.5,19.1,1083.1661928312076,1081.7854616821337,not suitable
rabi,27.1,20.5,1104.1356090393049,812.9127717689311,not suitable
rabi,29.7,21.5,1213.4700813497757,1003.9937333698314,not suitable
pre-kharif,27.1,22.9,917.1564467496931,857.450367113028,not suitable
rabi,25.1,19.8,991.8111029217367,742.5090140873275,not suitable
kharif,32.5,21.5,1228.9797976544671,1327.06598704297,suitable
kharif,29.9,21.5,1150.4271008616436,1396.9509088825087,suitable
kharif,29.2,20.6,1052.8842987810867,1470.2965865012625,suitable
rabi,28.1,20.3,1115.070714148415,612.1659994607746,not suitable
rabi,25.1,19.9,1017.8006570161623,883.2243155242585,not suitable
pre-kharif,33.4,22.3,1060.6049022613986,1022.7929177453155,not suitable
kharif,29.9,21.9,1027.5271344002426,1278.7432601403677,suitable
rabi,21.6,20.3,779.8332806779692,856.0861290513312,not suitable
pre-kharif,30.3,26.0,1080.2499363796426,787.324283184137,not suitable
rabi,23.8,20.0,937.338196688806,671.037441886131,not suitable
kharif,32.4,23.0,1183.2324054337141,1500.9316031914211,not suitable
kharif,29.1,22.9,1017.5388762593313,1173.2071296178738,suitable
pre-kharif,32.3,21.4,1084.6389235855036,875.8999304112766,not suitable
pre-kharif,33.6,20.8,1189.4075233413896,983.7056044980303,not suitable
rabi,26.0,18.6,1035.3185342409,676.6251916486156,not suitable
pre-kharif,28.5,21.3,879.3977261701185,1437.5349888527264,not suitable
rabi,26.6,20.5,1115.6511872657359,954.1114570351009,not suitable
kharif,27.8,23.1,940.2955266132263,1165.6054308868052,not suitable
pre-kharif,28.2,21.7,913.5476374891495,1020.3653751567556,not suitable
pre-kharif,32.5,21.5,1132.4329676807342,1392.2674306415286,suitable
kharif,28.5,23.4,1077.866325988038,1365.933364819528,not suitable
rabi,22.3,20.7,835.8416104257794,583.4448037347771,not suitable
kharif,28.8,21.5,1148.5134299159317,1245.8451850488366,suitable
kharif,26.1,19.8,846.1358167991935,1339.843260450344,not suitable
kharif,27.4,23.0,958.9839879358858,1636.1137086567267,not suitable
kharif,30.0,22.0,1083.7986281942826,1360.384720111898,suitable
kharif,24.1,20.2,831.3376953704159,1332.2181901278173,not suitable
rabi,23.2,20.3,891.6655467560176,888.265495180657,not suitable
kharif,25.1,21.6,798.8667266803998,587.971045191448,not suitable
kharif,27.5,21.4,935.9261607809188,534.2270023902744,not suitable
pre-kharif,31.3,19.5,1011.2769384987126,1045.0499238953682,not suitable
rabi,22.6,19.3,964.9782236367898,754.192405906854,not suitable
pre-kharif,29.9,21.3,898.2364448821203,925.5039778756627,not suitable
pre-kharif,33.3,22.0,1233.0496690497969,1360.5258841382702,suitable
kharif,27.8,20.6,950.7671316471387,1289.1634261823788,not suitable
kharif,25.7,20.0,792.3215284718542,1470.2973768933243,not suitable
kharif,27.2,21.3,954.2991851378015,1252.4506934934668,not suitable
kharif,29.3,20.5,1198.920984550151,1361.6359217865847,suitable
rabi,23.5,20.3,898.3730611655283,888.495785263746,not suitable
pre-kharif,29.0,22.9,1011.7486100770792,1091.3369719908071,not suitable
rabi,20.9,19.4,842.1290430166251,962.8706197585228,not suitable
kharif,27.7,21.4,1024.24516955406,1532.5915156620097,not suitable
kharif,29.1,19.0,1097.1586880431032,1528.1803062035815,not suitable
kharif,26.7,21.5,1008.1328880679239,1365.9402518938634,suitable
pre-kharif,29.5,25.3,1014.4301911294882,879.3745887488933,not suitable
rabi,19.7,19.9,698.5084793270549,679.0372678409844,not suitable
kharif,26.7,22.2,938.1882083802528,1325.76802773298,not suitable
kharif,30.2,21.6,1108.766188598355,1091.0465510686445,not suitable
kharif,28.6,22.8,1013.275330206629,1208.8258273217943,suitable
rabi,24.7,20.9,923.8747261091933,646.0193050603933,not suitable
kharif,25.2,19.6,849.5739814421,1258.5614514741992,not suitable
rabi,25.7,19.5,1093.3495017084772,1579.7241778002676,not suitable
kharif,26.3,20.5,854.3595608971501,1178.2358875719397,not suitable
pre-kharif,31.0,24.6,1060.725130109357,1098.6853095512067,not suitable
pre-kharif,27.8,22.0,855.4916665476545,943.1603673587862,not suitable
kharif,31.1,21.4,1126.403645803672,1337.8073244110744,suitable
pre-kharif,30.3,21.1,1008.9202447029485,671.791778944617,not suitable
pre-kharif,40.0,25.3,1163.6626251727341,1205.8619613595915,not suitable
rabi,26.3,20.5,1063.5888741969725,791.4678653308389,not suitable
rabi,20.6,20.1,809.0473272389589,850.7041743492603,not suitable
rabi,26.2,18.4,850.9876856428874,948.9738420820139,not suitable
pre-kharif,31.1,25.5,988.7331484287405,1244.814858875908,not suitable
pre-kharif,30.8,21.1,1097.392620652819,1444.2474730257395,suitable
pre-kharif,30.0,19.5,1032.299860337637,544.0476510497316,not suitable
rabi,23.7,21.1,925.8162316037933,668.0548111165272,not suitable
rabi,25.2,20.7,984.8405403051158,947.4077578124852,not suitable
kharif,25.8,21.9,893.5183073481159,1620.8311202381162,not suitable
pre-kharif,32.0,21.3,980.0044259040287,951.4723188217596,not suitable
kharif,30.5,22.1,1110.6688220484457,1548.8157429228406,not suitable
kharif,27.1,24.1,950.3434095243949,1337.1015495479767,not suitable
kharif,28.0,21.4,981.4289410299025,1422.3336882737979,not suitable
kharif,28.9,20.2,983.8754244994997,1195.1772918652844,not suitable
rabi,27.5,20.3,1091.4479134147164,902.0233925356781,not suitable
pre-kharif,31.3,23.0,1120.252589664942,1181.7517664629127,suitable
pre-kharif,32.6,22.6,1086.3835090782798,1185.2622677135257,suitable
rabi,27.4,18.2,1157.8315060995117,1053.8875292155333,not suitable
pre-kharif,29.2,21.6,936.5206470685509,1387.7118457803385,not suitable
pre-kharif,30.8,23.2,1028.2663467257703,991.1141896368515,not suitable
pre-kharif,31.4,17.9,1091.0544185206409,967.4265304185205,not suitable
pre-kharif,25.7,23.2,889.829528144527,866.6596984251188,not suitable
kharif,23.2,22.9,809.8582193478006,1539.253642291471,not suitable
rabi,25.0,20.0,946.489308801194,1050.4469679011297,not suitable
kharif,25.3,20.1,828.839962105578,1085.6049069363528,not suitable
kharif,27.2,21.0,1026.3231272783157,1444.3950606305946,suitable
kharif,26.1,20.7,831.9056381419352,1376.5050200591475,not suitable
kharif,29.0,18.9,1116.479187675957,1191.4245831598419,not suitable
rabi,25.5,21.3,1016.911993608162,809.5722952840938,not suitable
rabi,22.8,18.9,879.7134158219322,921.3221526206945,not suitable
pre-kharif,31.3,23.4,1045.3541396289643,1113.4824175615486,not suitable
rabi,25.6,20.4,1027.0392943938846,806.7106699644057,not suitable
kharif,24.6,21.2,876.7332570529995,1269.0562130106607,not suitable
rabi,24.7,23.4,1065.2612893576795,822.085995386522,not suitable
kharif,28.7,22.4,1087.5020485939863,1140.5253077734194,suitable
rabi,29.1,17.7,1167.0818289491808,647.3911244911253,not suitable
rabi,26.8,21.6,1018.5546708098781,767.0246077677609,not suitable
pre-kharif,22.8,20.7,669.778498335686,733.7019953849879,not suitable
kharif,24.4,20.2,852.5418566920325,1146.1469026872096,not suitable
rabi,22.9,19.3,999.595331963021,571.4021499782369,not suitable
rabi,23.0,20.4,911.7081949938778,779.6414549605208,not suitable
pre-kharif,31.6,20.3,1064.5187206286218,1167.9119246353619,suitable
rabi,23.3,20.2,953.0671890620979,1024.6637053749687,not suitable
kharif,26.9,22.3,1010.555416356776,1081.9674648844764,not suitable
pre-kharif,31.9,19.9,1145.8921740305357,1124.757013551223,not suitable
kharif,25.5,22.0,829.9142794284112,1420.3787492541117,not suitable
pre-kharif,32.7,25.1,1135.304165773772,1124.1352129908323,not suitable
rabi,22.0,20.6,808.0334793400136,925.6289592272609,not suitable
kharif,31.5,20.2,1185.7826847867932,1493.9782526874399,suitable
rabi,24.9,17.7,908.9744535141101,817.0156527693821,not suitable
pre-kharif,28.6,21.1,944.3774453263366,1028.0307173738006,not suitable
kharif,24.9,21.0,856.3809936449614,1013.0087830513636,not suitable
pre-kharif,30.6,22.3,1044.5619603735997,1358.7914289910084,suitable
pre-kharif,34.7,23.3,1230.8566023117896,1190.530127341576,not suitable
pre-kharif,33.9,24.3,1188.6480128157166,1328.49891543336,not suitable
pre-kharif,29.7,21.9,1036.7010359814265,888.8419796527929,not suitable
kharif,27.2,23.8,1039.614014915152,1607.172524973188,not suitable
pre-kharif,30.7,21.5,967.1050165175405,838.6726943089348,not suitable
kharif,24.8,21.8,726.2917266717574,1298.2000117934604,not suitable
kharif,31.9,21.0,1107.050526310694,1344.2132061261484,suitable
rabi,24.9,20.3,979.7723154855009,770.2601515884079,not suitable
rabi,26.4,20.6,1096.2962582520677,722.9222917586235,not suitable
kharif,29.1,21.2,1127.4907820492463,1096.8807564963206,not suitable
kharif,28.1,20.9,892.1690027676186,1514.0182901768837,not suitable
pre-kharif,33.4,22.9,1146.063846221841,1116.5646184778423,not suitable
rabi,27.0,18.1,1137.5216816538875,673.4347310219027,not suitable
pre-kharif,25.1,23.9,805.4350024829749,818.7080055757126,not suitable
pre-kharif,29.9,20.9,894.8944979307328,1241.9446641778327,not suitable
pre-kharif,34.3,21.3,1121.6851411980385,1302.9027523040572,suitable
kharif,32.0,22.4,1188.1524925135475,1330.3872223033416,suitable
pre-kharif,32.3,19.2,1149.4339650241768,838.7829944789835,not suitable
rabi,24.7,21.5,994.4540263136215,932.7266234475048,not suitable
pre-kharif,31.3,20.9,970.5666589251622,963.5704192087459,not suitable
kharif,28.4,22.8,979.7258859909041,1482.555506200312,not suitable
pre-kharif,25.3,23.1,709.1849614978139,1003.3297275402199,not suitable
pre-kharif,29.2,21.6,1030.3431709691474,1193.3883715528386,suitable
rabi,20.8,17.5,805.6485851458664,599.9179333890905,not suitable
pre-kharif,28.3,20.9,901.2734276822232,2000.0,not suitable
rabi,21.3,22.6,909.267870878805,597.3391402808802,not suitable
kharif,28.2,21.2,1034.6922657964128,1496.654871705376,suitable
pre-kharif,31.2,20.4,1113.9301829080312,713.838538640044,not suitable
rabi,23.9,21.0,926.2383269774618,947.8334655707218,not suitable
pre-kharif,27.4,21.9,818.3572802338952,938.3463608413343,not suitable
rabi,26.2,18.4,1117.5101676353431,831.7934761603958,not suitable
pre-kharif,27.0,21.3,841.4438724721946,948.1871893375637,not suitable
rabi,26.4,21.3,1098.5310600162247,806.752130033745,not suitable
pre-kharif,23.1,21.3,710.2494360078417,755.6824951514325,not suitable
kharif,28.0,21.4,1083.861648999483,1516.4745050793401,not suitable
